customer_id,age,employment_type,employer_type,monthly_income,employment_tenure_months,residence_type,city_tier,marital_status,dependents,bureau_score,active_loans,closed_loans,unsecured_loans,credit_utilization_ratio,max_dpd_last_12m,inquiries_last_3m,oldest_trade_line_months,credit_cards_active,monthly_salary_credit,salary_credit_consistency_6m,average_monthly_balance_6m,cheque_bounces_6m,cash_deposits_6m,banking_stability_index,emi_obligation_amount,desired_amount,loan_type,dti_ratio,net_disposable_income,g5_score,g6_score,decision_status,eligible_amount,interest_rate
CUST-000104,28,SALARIED,PRIVATE,29198,39,COMPANY,TIER_1,MARRIED,0,690,0,3,0,0.4352,0,1,31,0,28887,0.9156,12988,0,7,0.8084,0,284236,PERSONAL,0.0,29198,0.7134,0.6131,REJECTED,0,0.0
CUST-000105,33,SALARIED,PRIVATE,56836,105,COMPANY,TIER_2,MARRIED,1,790,4,2,0,0.2932,0,2,34,0,54314,0.8714,37424,0,3,0.8356,31716,150700,PERSONAL,0.55,25120,0.7229,0.7975,REJECTED,0,0.0
CUST-000106,38,SELF_EMPLOYED,N/A,78129,123,COMPANY,TIER_1,MARRIED,0,741,1,3,1,0.0785,0,0,18,1,77602,0.9265,53999,0,2,0.9107,6009,103333,PERSONAL,0.0769,72120,0.7886,0.6634,APPROVED,103333,0.135
CUST-000107,50,SALARIED,GOVERNMENT,56892,234,RENTED,TIER_2,SINGLE,1,819,2,3,1,0.5608,8,3,31,0,58473,0.9353,47202,0,4,0.8485,17347,146603,PERSONAL,0.3049,39545,0.6821,0.7529,APPROVED,146603,0.12
CUST-000108,36,SALARIED,PRIVATE,95536,114,OWNED,TIER_3,MARRIED,1,850,1,1,0,0.2402,0,1,63,2,96051,0.9745,57605,1,2,0.7414,3618,145327,PERSONAL,0.0379,91918,0.7037,0.8098,APPROVED,145327,0.12
CUST-000109,37,SELF_EMPLOYED,N/A,39259,145,OWNED,TIER_3,MARRIED,1,709,1,2,0,0.281,65,4,14,1,39837,0.7975,29230,0,6,0.8373,4306,198549,PERSONAL,0.1097,34953,0.7746,0.6447,APPROVED,164887,0.155
CUST-000110,34,SELF_EMPLOYED,N/A,60869,82,OWNED,TIER_3,MARRIED,1,711,1,1,0,0.4328,51,2,75,1,59814,0.9639,22948,0,3,0.8278,7916,53130,PERSONAL,0.13,52953,0.7044,0.6618,APPROVED,53130,0.155
CUST-000111,22,SALARIED,MNC,43378,14,RENTED,TIER_1,SINGLE,3,721,1,4,1,0.6846,0,2,19,1,41909,0.9466,17347,3,1,0.451,16895,89326,PERSONAL,0.3895,26483,0.5707,0.5763,APPROVED,89326,0.135
CUST-000112,34,SELF_EMPLOYED,N/A,64721,116,OWNED,TIER_1,SINGLE,0,767,1,0,0,0.2267,0,1,51,1,61569,0.8874,46141,0,2,0.7652,10928,93055,PERSONAL,0.1688,53793,0.7227,0.7259,APPROVED,93055,0.12
CUST-000113,35,SALARIED,PRIVATE,68993,91,RENTED,TIER_2,MARRIED,1,807,1,3,1,0.547,4,1,59,0,71209,0.9095,37763,0,6,0.8917,4279,205479,PERSONAL,0.062,64714,0.7196,0.7614,APPROVED,205479,0.12
CUST-000114,54,SELF_EMPLOYED,N/A,71479,240,RENTED,TIER_1,MARRIED,0,699,0,2,0,0.2224,46,0,67,0,72455,0.9408,22789,0,4,0.7625,25710,149527,PERSONAL,0.3597,45769,0.7741,0.6817,REJECTED,0,0.0
CUST-000115,33,SALARIED,MNC,33972,76,COMPANY,TIER_2,SINGLE,0,755,3,1,1,0.4596,0,5,67,0,33052,0.9265,23422,0,3,0.8409,19562,308257,PERSONAL,0.55,14410,0.7049,0.6214,REJECTED,0,0.0
CUST-000116,37,SALARIED,PRIVATE,36853,120,RENTED,TIER_1,DIVORCED,2,727,1,2,1,0.4003,0,5,45,2,36552,0.8976,13279,0,4,0.7378,6598,227058,PERSONAL,0.179,30255,0.6623,0.6219,APPROVED,154782,0.135
CUST-000117,34,SELF_EMPLOYED,N/A,40061,92,RENTED,TIER_1,MARRIED,2,768,0,3,0,0.2317,0,2,43,3,41268,0.8405,70854,0,3,0.9048,0,126176,PERSONAL,0.0,40061,0.7766,0.7138,APPROVED,126176,0.12
CUST-000118,25,SALARIED,MNC,49394,6,RENTED,TIER_1,SINGLE,3,818,3,0,1,0.3631,0,1,62,1,49585,0.8982,12410,0,4,0.759,22485,146329,PERSONAL,0.4552,26909,0.73,0.7908,REJECTED,0,0.0
CUST-000119,44,SALARIED,MNC,57200,181,COMPANY,TIER_3,DIVORCED,2,721,1,6,1,0.5391,0,4,54,1,56056,0.9388,35050,0,2,0.8164,9530,286453,PERSONAL,0.1666,47670,0.8012,0.6086,APPROVED,240239,0.135
CUST-000120,41,SELF_EMPLOYED,N/A,75639,153,OWNED,TIER_1,DIVORCED,4,643,2,1,2,0.4289,20,1,39,1,73878,0.9102,29040,3,7,0.4809,15093,307121,PERSONAL,0.1995,60546,0.6087,0.5475,REJECTED,0,0.0
CUST-000121,41,SELF_EMPLOYED,N/A,37550,169,RENTED,TIER_2,SINGLE,0,775,1,2,1,0.4384,0,4,56,4,36489,0.9613,32498,0,3,0.8569,14519,142992,PERSONAL,0.3867,23031,0.802,0.7467,APPROVED,142992,0.12
CUST-000122,27,SALARIED,MNC,26759,47,OWNED,TIER_1,SINGLE,0,689,2,3,0,0.3179,0,1,43,3,27625,0.9427,13665,0,4,0.8169,19692,91662,PERSONAL,0.55,7067,0.7138,0.6009,REJECTED,0,0.0
CUST-000123,46,SALARIED,MNC,145099,219,OWNED,TIER_2,MARRIED,0,727,1,3,0,0.261,0,1,33,2,146286,0.9105,130545,0,6,0.8636,8465,52468,PERSONAL,0.0583,136634,0.9071,0.7263,APPROVED,52468,0.135
CUST-000124,23,SALARIED,MNC,33055,9,RENTED,TIER_1,SINGLE,0,778,2,4,0,0.4309,0,0,38,0,33746,0.8563,26958,0,4,0.8304,17081,52461,PERSONAL,0.5167,15974,0.7393,0.6371,REJECTED,0,0.0
CUST-000125,39,SALARIED,GOVERNMENT,80132,134,OWNED,TIER_3,MARRIED,1,751,4,2,1,0.5108,0,4,59,2,83017,0.9284,31366,0,2,0.8122,40000,189933,PERSONAL,0.4992,40132,0.7216,0.6422,REJECTED,0,0.0
CUST-000126,52,SALARIED,PRIVATE,55779,237,OWNED,TIER_3,SINGLE,2,729,0,1,0,0.0882,7,1,25,0,58494,0.9463,25019,0,6,0.8389,20922,188035,PERSONAL,0.3751,34857,0.6954,0.641,APPROVED,188035,0.135
CUST-000127,27,SALARIED,PRIVATE,61585,34,OWNED,TIER_1,MARRIED,0,703,1,3,0,0.2443,0,2,74,1,60042,0.949,32194,0,2,0.8458,6390,107011,PERSONAL,0.1038,55195,0.6657,0.6465,APPROVED,107011,0.155
CUST-000128,30,PROFESSIONAL,N/A,54961,37,RENTED,TIER_3,SINGLE,3,575,0,3,0,0.4457,0,1,34,1,53207,0.9813,32097,0,3,0.8037,0,287544,PERSONAL,0.0,54961,0.6351,0.4924,REJECTED,0,0.0
CUST-000129,35,SALARIED,MNC,46254,101,COMPANY,TIER_3,SINGLE,3,773,0,5,0,0.2405,0,0,6,2,46078,0.9415,25655,0,2,0.7865,17914,135255,PERSONAL,0.3873,28340,0.6751,0.7176,APPROVED,135255,0.12
CUST-000130,30,SALARIED,GOVERNMENT,67770,39,OWNED,TIER_3,MARRIED,1,721,2,2,0,0.3781,0,1,61,2,64619,0.9096,54409,0,4,0.8906,12458,111769,PERSONAL,0.1838,55312,0.8113,0.6238,APPROVED,111769,0.135
CUST-000131,22,SALARIED,MNC,45149,6,RENTED,TIER_3,SINGLE,0,818,0,1,0,0.2619,0,3,6,2,46466,0.9557,29746,0,6,0.855,0,269405,PERSONAL,0.0,45149,0.7023,0.719,APPROVED,189625,0.12
CUST-000132,35,PROFESSIONAL,N/A,92960,89,RENTED,TIER_1,MARRIED,0,756,1,1,1,0.3095,0,2,23,1,96527,0.9483,43653,0,2,0.8282,10517,252122,PERSONAL,0.1131,82443,0.7405,0.7612,APPROVED,252122,0.12
CUST-000133,26,SALARIED,PRIVATE,71032,21,RENTED,TIER_2,SINGLE,0,705,0,1,0,0.1604,0,1,106,0,72353,0.8954,29586,0,2,0.7494,0,146179,PERSONAL,0.0,71032,0.7429,0.6559,APPROVED,146179,0.155
CUST-000134,38,SALARIED,PRIVATE,72034,119,RENTED,TIER_1,MARRIED,0,793,0,2,0,0.2677,0,2,73,0,70362,0.8208,31185,0,6,0.6785,26992,194299,PERSONAL,0.3747,45042,0.6568,0.7253,APPROVED,194299,0.12
CUST-000135,27,SALARIED,PRIVATE,43777,37,OWNED,TIER_1,MARRIED,1,798,3,2,0,0.6249,0,2,71,2,42127,0.8699,29972,0,2,0.7806,9513,206953,PERSONAL,0.2173,34264,0.7683,0.7581,APPROVED,183863,0.12
CUST-000136,47,SALARIED,GOVERNMENT,49450,200,RENTED,TIER_3,DIVORCED,0,722,3,4,0,0.4311,0,5,21,3,48867,0.8732,27464,0,1,0.7671,21541,445086,PERSONAL,0.4356,27909,0.686,0.6219,REJECTED,0,0.0
CUST-000137,28,SALARIED,PRIVATE,32225,61,RENTED,TIER_1,MARRIED,1,800,1,3,0,0.4729,14,2,43,2,33299,0.96,44435,0,6,0.8414,11111,140488,PERSONAL,0.3448,21114,0.74,0.6843,APPROVED,135345,0.12
CUST-000138,32,SELF_EMPLOYED,N/A,46921,73,OWNED,TIER_2,SINGLE,4,704,3,3,0,0.5004,0,0,77,1,46206,0.8976,28149,0,4,0.8419,15056,83154,PERSONAL,0.3209,31865,0.7117,0.5762,APPROVED,83154,0.155
CUST-000139,41,PROFESSIONAL,N/A,34497,157,RENTED,TIER_3,MARRIED,2,743,1,2,1,0.1861,0,1,63,0,32890,0.8772,22321,0,4,0.8719,3283,205074,PERSONAL,0.0952,31214,0.717,0.663,APPROVED,144887,0.135
CUST-000140,25,SALARIED,PRIVATE,99306,56,COMPANY,TIER_3,MARRIED,3,766,5,1,1,0.6578,0,5,75,1,97064,0.8884,28990,0,2,0.8366,34503,154739,PERSONAL,0.3474,64803,0.8228,0.6107,APPROVED,154739,0.12
CUST-000141,36,SALARIED,PRIVATE,56265,116,RENTED,TIER_3,MARRIED,0,778,1,2,0,0.4122,0,1,90,1,59021,0.9285,19767,0,1,0.7658,9339,158664,PERSONAL,0.166,46926,0.713,0.6764,APPROVED,158664,0.12
CUST-000142,45,PROFESSIONAL,N/A,59385,181,RENTED,TIER_1,SINGLE,1,769,3,2,0,0.0799,0,1,63,0,60434,0.9045,22752,0,4,0.8174,21270,147676,PERSONAL,0.3582,38115,0.7851,0.8401,APPROVED,147676,0.12
CUST-000143,22,SELF_EMPLOYED,N/A,49700,6,RENTED,TIER_1,MARRIED,2,716,1,3,0,0.3868,0,4,18,1,51692,0.9225,24094,0,5,0.7766,7139,67692,PERSONAL,0.1436,42561,0.6687,0.5897,APPROVED,67692,0.155
CUST-000144,36,SALARIED,PRIVATE,60114,109,RENTED,TIER_2,MARRIED,0,795,2,0,2,0.2791,0,0,62,2,61766,0.9015,19935,2,5,0.495,18056,170942,PERSONAL,0.3004,42058,0.5614,0.6843,APPROVED,170942,0.12
CUST-000145,37,SALARIED,PRIVATE,166755,109,RENTED,TIER_1,MARRIED,0,728,1,0,1,0.4971,0,0,42,1,167417,0.9236,63037,0,2,0.7922,40000,125343,PERSONAL,0.2399,126755,0.7693,0.6442,APPROVED,125343,0.135
CUST-000146,41,SALARIED,PRIVATE,48051,155,OWNED,TIER_1,MARRIED,2,703,2,3,2,0.5702,19,3,17,2,46362,0.8664,37615,1,2,0.7621,19534,128522,PERSONAL,0.4065,28517,0.7433,0.5899,REJECTED,0,0.0
CUST-000147,25,SALARIED,MNC,41044,25,COMPANY,TIER_1,DIVORCED,2,704,0,2,0,0.3528,0,1,69,1,40422,0.8573,17459,1,3,0.6617,0,122921,PERSONAL,0.0,41044,0.686,0.6531,APPROVED,122921,0.155
CUST-000148,24,SELF_EMPLOYED,N/A,69804,6,RENTED,TIER_3,DIVORCED,1,841,2,3,0,0.2517,0,5,76,2,70388,0.8981,41200,0,7,0.8406,13123,147088,PERSONAL,0.188,56681,0.7348,0.7796,APPROVED,147088,0.12
CUST-000149,39,PROFESSIONAL,N/A,25000,135,OWNED,TIER_2,MARRIED,1,694,1,3,1,0.1297,0,1,45,1,25926,0.9437,19008,0,3,0.7878,8904,170862,PERSONAL,0.3562,16096,0.6877,0.6138,REJECTED,0,0.0
CUST-000150,37,PROFESSIONAL,N/A,56605,132,OWNED,TIER_1,SINGLE,1,806,1,4,1,0.3314,3,0,55,2,55295,0.9272,49596,0,5,0.8564,10455,147818,PERSONAL,0.1847,46150,0.7786,0.8159,APPROVED,147818,0.12
CUST-000151,37,SALARIED,PRIVATE,46528,115,OWNED,TIER_2,MARRIED,0,672,2,3,1,0.4667,20,0,6,1,44765,0.8949,31382,0,4,0.79,20247,267212,PERSONAL,0.4352,26281,0.6935,0.5079,REJECTED,0,0.0
CUST-000152,37,SALARIED,PRIVATE,35191,112,RENTED,TIER_1,SINGLE,1,761,1,2,0,0.1784,0,2,74,1,35398,0.8506,24314,0,2,0.8659,9495,218922,PERSONAL,0.2698,25696,0.6443,0.7338,APPROVED,147802,0.12
CUST-000153,29,PROFESSIONAL,N/A,69118,39,RENTED,TIER_1,SINGLE,0,751,2,5,2,0.3283,0,2,67,1,66882,0.9333,61307,0,0,0.8087,26160,144616,PERSONAL,0.3785,42958,0.6636,0.7129,APPROVED,144616,0.12
CUST-000154,36,SELF_EMPLOYED,N/A,56352,89,RENTED,TIER_3,DIVORCED,0,824,0,3,0,0.7445,0,0,54,0,56973,0.9671,39904,0,4,0.7984,0,89384,PERSONAL,0.0,56352,0.6715,0.7409,APPROVED,89384,0.12
CUST-000155,37,SALARIED,PRIVATE,25000,129,OWNED,TIER_2,MARRIED,4,699,0,4,0,0.1856,0,1,17,1,24408,0.9704,22696,0,0,0.9101,0,200517,PERSONAL,0.0,25000,0.7226,0.6339,REJECTED,0,0.0
CUST-000156,29,PROFESSIONAL,N/A,41115,53,OWNED,TIER_3,SINGLE,2,683,2,2,2,0.6055,0,5,8,0,40008,0.9459,10466,0,1,0.7676,21567,128147,PERSONAL,0.5246,19548,0.6494,0.5144,REJECTED,0,0.0
CUST-000157,49,SELF_EMPLOYED,N/A,25000,225,RENTED,TIER_1,MARRIED,2,728,1,5,1,0.2494,0,1,96,1,24747,0.7945,14506,0,1,0.778,10715,137725,PERSONAL,0.4286,14285,0.7136,0.7302,REJECTED,0,0.0
CUST-000158,38,SALARIED,PRIVATE,62759,146,RENTED,TIER_3,DIVORCED,1,826,1,3,0,0.2494,0,2,24,1,63343,0.9523,38503,0,6,0.7879,11564,77578,PERSONAL,0.1843,51195,0.668,0.7668,APPROVED,77578,0.12
CUST-000159,25,SALARIED,PRIVATE,62478,35,COMPANY,TIER_2,MARRIED,1,686,4,3,2,0.4111,30,1,51,2,62761,0.8978,35760,0,2,0.8442,14735,184457,PERSONAL,0.2358,47743,0.7106,0.6582,REJECTED,0,0.0
CUST-000160,40,SALARIED,PRIVATE,38488,137,OWNED,TIER_2,SINGLE,0,592,2,3,0,0.1301,64,2,24,0,37505,0.9695,24259,0,7,0.8872,15662,500000,PERSONAL,0.4069,22826,0.6531,0.5442,REJECTED,0,0.0
CUST-000161,27,SALARIED,GOVERNMENT,70132,41,COMPANY,TIER_2,SINGLE,0,738,1,4,0,0.3805,0,6,6,2,72874,0.9149,35738,0,4,0.7662,8838,116453,PERSONAL,0.126,61294,0.7019,0.6429,APPROVED,116453,0.135
CUST-000162,41,SALARIED,PRIVATE,30883,144,OWNED,TIER_3,SINGLE,0,787,1,3,1,0.164,0,2,58,1,29678,0.8288,25405,0,6,0.8171,9395,204780,PERSONAL,0.3042,21488,0.693,0.7676,APPROVED,129708,0.12
CUST-000163,44,SELF_EMPLOYED,N/A,35601,167,RENTED,TIER_2,MARRIED,2,679,1,2,1,0.1402,25,2,62,0,33961,0.9752,17241,0,5,0.8487,8794,279657,PERSONAL,0.247,26807,0.7523,0.6755,REJECTED,0,0.0
CUST-000164,28,SALARIED,GOVERNMENT,66358,52,OWNED,TIER_2,DIVORCED,2,781,2,4,0,0.6208,0,5,7,1,67039,0.9268,36493,0,1,0.8118,19860,115485,PERSONAL,0.2993,46498,0.7362,0.6797,APPROVED,115485,0.12
CUST-000165,42,SALARIED,MNC,40343,150,OWNED,TIER_3,MARRIED,1,678,1,3,1,0.2321,0,1,74,0,38823,0.9722,43129,0,4,0.9214,6235,50000,PERSONAL,0.1545,34108,0.7697,0.585,REJECTED,0,0.0
CUST-000166,38,SALARIED,MNC,53470,101,RENTED,TIER_3,SINGLE,1,726,3,2,1,0.3143,0,6,35,2,53496,0.9052,54058,0,3,0.898,13844,212382,PERSONAL,0.2589,39626,0.787,0.5867,APPROVED,212382,0.135
CUST-000167,41,SALARIED,PRIVATE,42678,141,OWNED,TIER_2,MARRIED,3,776,0,2,0,0.6855,0,0,22,1,44606,0.96,27273,0,5,0.7773,0,156067,PERSONAL,0.0,42678,0.708,0.6439,APPROVED,156067,0.12
CUST-000168,50,PROFESSIONAL,N/A,45714,220,OWNED,TIER_2,MARRIED,0,669,0,4,0,0.394,0,3,20,1,46621,0.9453,21259,0,1,0.8673,0,175265,PERSONAL,0.0,45714,0.6914,0.612,REJECTED,0,0.0
CUST-000169,33,SALARIED,PRIVATE,46622,106,RENTED,TIER_1,MARRIED,1,744,4,1,0,0.4864,0,2,68,1,47169,0.9009,14549,0,3,0.8112,24611,154174,PERSONAL,0.5279,22011,0.7248,0.613,REJECTED,0,0.0
CUST-000170,28,SALARIED,PRIVATE,40016,42,OWNED,TIER_1,MARRIED,1,801,2,2,0,0.3201,0,1,6,0,40315,0.9167,22780,0,5,0.8157,7651,267879,PERSONAL,0.1912,32365,0.7622,0.7721,APPROVED,168067,0.12
CUST-000171,27,SELF_EMPLOYED,N/A,63018,46,OWNED,TIER_2,MARRIED,2,761,2,3,2,0.4749,0,4,18,0,60998,0.8831,46333,0,3,0.7901,11786,142861,PERSONAL,0.187,51232,0.7074,0.6761,APPROVED,142861,0.12
CUST-000172,28,SALARIED,PRIVATE,41461,45,COMPANY,TIER_3,MARRIED,4,695,1,1,1,0.1583,0,2,58,0,41181,0.9042,18642,0,0,0.7196,8653,444112,PERSONAL,0.2087,32808,0.6929,0.6752,REJECTED,0,0.0
CUST-000173,34,SALARIED,MNC,55389,110,RENTED,TIER_3,MARRIED,0,818,3,1,1,0.3531,0,3,55,1,54516,0.886,33312,0,2,0.81,33150,212652,PERSONAL,0.55,22239,0.7394,0.6661,REJECTED,0,0.0
CUST-000174,37,SALARIED,PRIVATE,39622,133,RENTED,TIER_1,SINGLE,3,771,3,6,0,0.3427,10,1,23,0,41417,0.9436,20680,0,2,0.8246,31669,248732,PERSONAL,0.55,7953,0.6905,0.6496,REJECTED,0,0.0
CUST-000175,37,SALARIED,PRIVATE,27574,134,OWNED,TIER_2,SINGLE,3,632,2,1,0,0.2341,0,6,78,2,26863,0.8718,10000,0,3,0.8794,10548,150493,PERSONAL,0.3825,17026,0.7482,0.542,REJECTED,0,0.0
CUST-000176,41,SALARIED,GOVERNMENT,82924,131,RENTED,TIER_1,MARRIED,0,782,0,4,0,0.3643,0,6,21,0,82687,0.865,52141,0,4,0.7572,0,175222,PERSONAL,0.0,82924,0.7158,0.7907,APPROVED,175222,0.12
CUST-000177,35,SALARIED,GOVERNMENT,68863,106,OWNED,TIER_3,MARRIED,1,703,0,1,0,0.3412,0,2,42,1,71879,0.7744,49172,0,4,0.6877,0,64445,PERSONAL,0.0,68863,0.7089,0.5971,APPROVED,64445,0.155
CUST-000178,46,SALARIED,PRIVATE,154044,201,OWNED,TIER_3,MARRIED,1,745,0,1,0,0.2745,0,1,39,3,158498,0.742,98512,0,3,0.6956,0,112408,PERSONAL,0.0,154044,0.7814,0.6812,APPROVED,112408,0.135
CUST-000179,32,PROFESSIONAL,N/A,34382,84,RENTED,TIER_2,MARRIED,4,790,1,3,1,0.1146,0,1,39,2,35979,0.9172,39318,0,0,0.9119,7945,257099,PERSONAL,0.2311,26437,0.7316,0.8488,APPROVED,144404,0.12
CUST-000180,56,SALARIED,PRIVATE,50063,240,OWNED,TIER_3,SINGLE,0,704,0,5,0,0.421,0,1,43,2,50605,0.8707,26409,0,2,0.7652,0,145067,PERSONAL,0.0,50063,0.7338,0.6337,APPROVED,145067,0.155
CUST-000181,40,SALARIED,PRIVATE,51909,144,OWNED,TIER_2,SINGLE,2,644,2,2,0,0.2082,0,2,42,2,51046,0.9613,26526,0,2,0.8821,21133,85472,PERSONAL,0.4071,30776,0.6616,0.6128,REJECTED,0,0.0
CUST-000182,28,SALARIED,PRIVATE,85845,39,RENTED,TIER_2,MARRIED,1,817,0,3,0,0.2127,0,2,42,1,88649,0.8823,122523,0,9,0.8364,0,106541,PERSONAL,0.0,85845,0.7869,0.7539,APPROVED,106541,0.12
CUST-000183,26,SALARIED,PRIVATE,43778,11,COMPANY,TIER_1,MARRIED,2,799,4,4,1,0.23,0,2,43,1,42865,0.9431,15939,0,3,0.7524,40000,106111,PERSONAL,0.55,3778,0.7131,0.8032,REJECTED,0,0.0
CUST-000184,38,SALARIED,PRIVATE,32471,120,OWNED,TIER_2,MARRIED,1,730,0,1,0,0.4575,0,1,74,2,31382,0.946,15204,0,5,0.9073,0,147109,PERSONAL,0.0,32471,0.7031,0.6946,APPROVED,136378,0.135
CUST-000185,33,SALARIED,PRIVATE,94712,120,OWNED,TIER_2,SINGLE,2,781,0,0,0,0.5404,0,1,42,2,96665,0.9534,65654,0,3,0.8866,35479,98843,PERSONAL,0.3746,59233,0.7887,0.7085,APPROVED,98843,0.12
CUST-000186,40,PROFESSIONAL,N/A,47695,138,OWNED,TIER_2,DIVORCED,3,714,0,2,0,0.1997,0,1,64,2,48357,0.9803,44885,0,4,0.8322,0,305566,PERSONAL,0.0,47695,0.6782,0.6579,APPROVED,200319,0.155
CUST-000187,38,SALARIED,PRIVATE,81672,104,OWNED,TIER_1,MARRIED,3,740,2,2,1,0.3813,0,2,51,4,84766,0.9632,71223,0,2,0.8824,30700,166457,PERSONAL,0.3759,50972,0.7416,0.6868,APPROVED,166457,0.135
CUST-000188,34,SALARIED,PRIVATE,77503,104,COMPANY,TIER_3,MARRIED,3,727,0,1,0,0.1946,0,0,56,3,81083,0.9301,30677,0,0,0.805,0,74655,PERSONAL,0.0,77503,0.7526,0.6123,APPROVED,74655,0.135
CUST-000189,28,SALARIED,PRIVATE,54265,58,OWNED,TIER_1,SINGLE,0,716,2,1,0,0.2525,0,2,66,1,56203,0.962,62434,0,1,0.868,16338,323340,PERSONAL,0.3011,37927,0.8423,0.6993,APPROVED,227913,0.155
CUST-000190,22,PROFESSIONAL,N/A,50850,15,OWNED,TIER_2,DIVORCED,2,754,1,2,1,0.1148,0,1,20,1,48612,0.8678,36733,0,0,0.8846,4995,146605,PERSONAL,0.0982,45855,0.7657,0.6868,APPROVED,146605,0.12
CUST-000191,31,SALARIED,PRIVATE,46114,77,COMPANY,TIER_2,MARRIED,0,668,2,2,1,0.0956,0,1,63,0,46872,0.96,19936,0,2,0.7336,13260,193181,PERSONAL,0.2875,32854,0.647,0.6122,REJECTED,0,0.0
CUST-000192,41,SALARIED,GOVERNMENT,54625,162,RENTED,TIER_2,MARRIED,1,721,1,3,0,0.3613,0,0,42,1,56180,0.979,24424,0,5,0.7981,11780,174863,PERSONAL,0.2157,42845,0.7442,0.698,APPROVED,174863,0.135
CUST-000193,36,SALARIED,MNC,81103,134,OWNED,TIER_2,MARRIED,1,752,2,3,0,0.2119,0,2,24,0,85011,0.8772,50074,0,3,0.7955,16939,184813,PERSONAL,0.2089,64164,0.7658,0.7478,APPROVED,184813,0.12
CUST-000194,25,SELF_EMPLOYED,N/A,38433,15,RENTED,TIER_1,SINGLE,1,836,3,2,2,0.2578,0,1,66,2,37951,0.834,54544,0,3,0.8379,30089,126327,PERSONAL,0.55,8344,0.6395,0.7301,REJECTED,0,0.0
CUST-000195,36,SALARIED,PRIVATE,57760,100,RENTED,TIER_1,MARRIED,1,670,0,2,0,0.3589,0,1,37,0,55853,0.9024,37729,0,2,0.7409,0,176976,PERSONAL,0.0,57760,0.6841,0.5483,REJECTED,0,0.0
CUST-000196,38,SELF_EMPLOYED,N/A,33246,114,RENTED,TIER_2,MARRIED,4,763,3,3,0,0.2802,48,1,57,0,34419,0.9478,47010,0,1,0.9009,23364,139214,PERSONAL,0.55,9882,0.719,0.7321,REJECTED,0,0.0
CUST-000197,27,SALARIED,PRIVATE,35162,36,COMPANY,TIER_2,SINGLE,0,769,3,1,0,0.2499,6,2,6,2,34520,0.9003,29975,0,3,0.755,20581,179771,PERSONAL,0.55,14581,0.6806,0.6484,REJECTED,0,0.0
CUST-000198,36,SALARIED,PRIVATE,54239,129,COMPANY,TIER_1,MARRIED,2,631,2,2,0,0.4082,0,2,65,0,54771,0.9548,19641,0,2,0.7421,18652,136697,PERSONAL,0.3439,35587,0.6919,0.59,REJECTED,0,0.0
CUST-000199,35,SALARIED,GOVERNMENT,25000,110,OWNED,TIER_2,SINGLE,1,757,1,3,1,0.1091,0,1,110,2,24724,0.8743,26339,0,2,0.8024,10663,129750,PERSONAL,0.4265,14337,0.6868,0.7299,REJECTED,0,0.0
CUST-000200,25,SALARIED,GOVERNMENT,139015,29,OWNED,TIER_2,MARRIED,0,783,1,3,0,0.4625,0,1,47,1,137657,0.9379,57173,0,3,0.8967,7566,72212,PERSONAL,0.0544,131449,0.8067,0.759,APPROVED,72212,0.12
CUST-000201,37,SALARIED,PRIVATE,32151,98,OWNED,TIER_2,MARRIED,0,767,3,4,0,0.2319,0,3,41,0,32898,0.78,15083,0,1,0.8845,21983,149610,PERSONAL,0.55,10168,0.7048,0.6886,REJECTED,0,0.0
CUST-000202,39,SALARIED,MNC,54016,127,COMPANY,TIER_3,SINGLE,3,730,2,3,1,0.303,0,4,36,0,53267,0.8112,36189,0,0,0.8013,12125,167828,PERSONAL,0.2245,41891,0.703,0.6383,APPROVED,167828,0.135
CUST-000203,43,SELF_EMPLOYED,N/A,93040,145,OWNED,TIER_1,MARRIED,3,753,1,0,1,0.3952,0,2,61,1,94836,0.9539,55192,0,3,0.8039,4593,378067,PERSONAL,0.0494,88447,0.8055,0.7189,APPROVED,378067,0.12
CUST-000204,43,SALARIED,PRIVATE,37301,182,RENTED,TIER_1,DIVORCED,3,744,2,1,1,0.2165,7,2,40,0,35489,0.9224,31994,0,3,0.8274,22906,190626,PERSONAL,0.55,14395,0.6758,0.682,REJECTED,0,0.0
CUST-000205,23,SALARIED,PRIVATE,25000,27,RENTED,TIER_3,MARRIED,4,642,0,3,0,0.3835,0,1,63,1,24561,0.8882,18333,0,5,0.8199,9848,104406,PERSONAL,0.3939,15152,0.6772,0.5002,REJECTED,0,0.0
CUST-000206,27,SALARIED,GOVERNMENT,45020,49,OWNED,TIER_2,MARRIED,0,745,0,3,0,0.2625,0,1,89,1,44205,0.8124,25767,0,2,0.8456,0,90314,PERSONAL,0.0,45020,0.7046,0.7106,APPROVED,90314,0.135
CUST-000207,39,SALARIED,MNC,37101,124,OWNED,TIER_2,SINGLE,1,714,3,1,0,0.0764,0,1,68,1,38024,0.9565,43920,0,3,0.7852,28314,171460,PERSONAL,0.55,8787,0.7522,0.6162,REJECTED,0,0.0
CUST-000208,39,SALARIED,GOVERNMENT,25000,153,RENTED,TIER_3,MARRIED,2,696,1,2,0,0.0987,0,1,43,1,24536,0.9123,12406,0,3,0.8582,10118,103354,PERSONAL,0.4047,14882,0.727,0.7132,REJECTED,0,0.0
